"RT","ISI","Trial","Participant","Session","Threshold","MedianComputed","Feedback","Feedback_N_Positive","Feedback_N_Negative"
0.383,1.088,94,"S007","S1",0.304,0.304,"Negative",4,0
0.25,3.467,95,"S007","S1",0.303,0.303,"Positive",0,1
0.267,1.327,96,"S007","S1",0.303,0.303,"Positive",1,0
0.267,2.885,97,"S007","S1",0.302,0.302,"Positive",2,0
0.317,0.472,98,"S007","S1",0.302,0.302,"Negative",3,0
0.317,0.705,99,"S007","S1",0.303,0.303,"Negative",0,1
0.3,0.327,100,"S007","S1",0.303,0.303,"Positive",0,2
0.267,2.097,101,"S007","S1",0.302,0.302,"Positive",1,0
0.267,2.519,102,"S007","S1",0.302,0.302,"Positive",2,0
0.267,1.552,103,"S007","S1",0.301,0.301,"Positive",3,0
0.25,1.894,104,"S007","S1",0.301,0.301,"Positive",4,0
0.267,2.991,105,"S007","S1",0.301,0.301,"Positive",5,0
0.3,1.818,106,"S007","S1",0.301,0.301,"Positive",6,0
0.3,0.665,107,"S007","S1",0.301,0.301,"Positive",7,0
0.283,3.2,108,"S007","S1",0.3,0.3,"Positive",8,0
0.317,1.593,109,"S007","S1",0.301,0.301,"Negative",9,0
0.45,0.708,110,"S007","S1",0.302,0.302,"Negative",0,1
0.317,1.267,111,"S007","S1",0.302,0.302,"Negative",0,2
0.283,3.257,112,"S007","S1",0.302,0.302,"Positive",0,3
0.283,2.15,113,"S007","S1",0.302,0.302,"Positive",1,0
0.283,1.643,114,"S007","S1",0.302,0.302,"Positive",2,0
0.3,0.407,115,"S007","S1",0.302,0.302,"Positive",3,0
0.267,1.282,116,"S007","S1",0.301,0.301,"Positive",4,0
0.3,2.56,117,"S007","S1",0.301,0.301,"Positive",5,0
0.3,1.182,118,"S007","S1",0.301,0.301,"Positive",6,0
0.267,1.944,119,"S007","S1",0.301,0.301,"Positive",7,0
0.367,2.554,120,"S007","S1",0.302,0.302,"Negative",8,0
0.317,1.487,1,"S007","S2",NA,0.317,"Positive",0,0
0.267,3.03,2,"S007","S2",0.292,0.292,"Positive",1,0
0.316,0.677,3,"S007","S2",0.3,0.3,"Negative",2,0
0.25,2.322,4,"S007","S2",0.287,0.287,"Positive",0,1
0.267,1.777,5,"S007","S2",0.283,0.283,"Positive",1,0
0.25,0.726,6,"S007","S2",0.278,0.278,"Positive",2,0
0.283,3.03,7,"S007","S2",0.279,0.279,"Negative",3,0
0.35,0.127,8,"S007","S2",0.287,0.287,"Negative",0,1
0.333,0.708,9,"S007","S2",0.293,0.293,"Negative",0,2
0.283,0.293,10,"S007","S2",0.292,0.292,"Positive",0,3
0.283,3.106,11,"S007","S2",0.291,0.291,"Positive",1,0
0.267,1.649,12,"S007","S2",0.289,0.289,"Positive",2,0
0.267,2.614,13,"S007","S2",0.287,0.287,"Positive",3,0
0.317,0.392,14,"S007","S2",0.289,0.289,"Negative",4,0
0.333,1.224,15,"S007","S2",0.292,0.292,"Negative",0,1
0.25,2.67,16,"S007","S2",0.29,0.29,"Positive",0,2
0.35,0.21,17,"S007","S2",0.293,0.293,"Negative",1,0
0.25,2.74,18,"S007","S2",0.291,0.291,"Positive",0,1
0.25,2.134,19,"S007","S2",0.289,0.289,"Positive",1,0
0.3,0.772,20,"S007","S2",0.289,0.289,"Negative",2,0
0.283,2.008,21,"S007","S2",0.289,0.289,"Positive",0,1
0.283,0.896,22,"S007","S2",0.289,0.289,"Positive",1,0
0.283,2.237,23,"S007","S2",0.288,0.288,"Positive",2,0
0.283,1.19,24,"S007","S2",0.288,0.288,"Positive",3,0
0.283,1.436,25,"S007","S2",0.288,0.288,"Positive",4,0
0.283,2.243,26,"S007","S2",0.288,0.288,"Positive",5,0
0.266,3.407,27,"S007","S2",0.287,0.287,"Positive",6,0
0.3,0.36,28,"S007","S2",0.287,0.287,"Negative",7,0
0.284,1.414,29,"S007","S2",0.287,0.287,"Positive",0,1
0.267,1.425,30,"S007","S2",0.287,0.287,"Positive",1,0
0.267,2.081,31,"S007","S2",0.286,0.286,"Positive",2,0
0.266,3.056,32,"S007","S2",0.285,0.285,"Positive",3,0
0.333,0.775,33,"S007","S2",0.287,0.287,"Negative",4,0
0.3,2.411,34,"S007","S2",0.287,0.287,"Negative",0,1
0.4,0.595,35,"S007","S2",0.29,0.29,"Negative",0,2
0.3,0.665,36,"S007","S2",0.291,0.291,"Negative",0,3
0.3,3.029,37,"S007","S2",0.291,0.291,"Negative",0,4
0.267,2.943,38,"S007","S2",0.29,0.29,"Positive",0,5
0.283,2.182,39,"S007","S2",0.29,0.29,"Positive",1,0
0.55,0.3,40,"S007","S2",0.297,0.297,"Negative",2,0
0.3,1.334,41,"S007","S2",0.297,0.297,"Negative",0,1
0.317,3.282,42,"S007","S2",0.297,0.297,"Negative",0,2
0.267,2.756,43,"S007","S2",0.297,0.297,"Positive",0,3
0.9,2.362,44,"S007","S2",0.31,0.31,"Negative",1,0
0.283,3.064,45,"S007","S2",0.31,0.31,"Positive",0,1
0.283,0.931,46,"S007","S2",0.309,0.309,"Positive",1,0
0.267,2.375,47,"S007","S2",0.308,0.308,"Positive",2,0
0.3,0.849,48,"S007","S2",0.308,0.308,"Positive",3,0
0.267,0.92,49,"S007","S2",0.307,0.307,"Positive",4,0
0.267,3.249,50,"S007","S2",0.306,0.306,"Positive",5,0
0.25,2.824,51,"S007","S2",0.305,0.305,"Positive",6,0
0.3,0.73,52,"S007","S2",0.305,0.305,"Positive",7,0
0.267,2.558,53,"S007","S2",0.304,0.304,"Positive",8,0
0.3,0.326,54,"S007","S2",0.304,0.304,"Positive",9,0
0.283,0.732,55,"S007","S2",0.304,0.304,"Positive",10,0
0.25,3.198,56,"S007","S2",0.303,0.303,"Positive",11,0
0.317,1.286,57,"S007","S2",0.303,0.303,"Negative",12,0
0.35,0.349,58,"S007","S2",0.304,0.304,"Negative",0,1
0.283,1.313,59,"S007","S2",0.304,0.304,"Positive",0,2
0.317,2.792,60,"S007","S2",0.304,0.304,"Negative",1,0
0.267,2.638,61,"S007","S2",0.303,0.303,"Positive",0,1
0.3,2.991,62,"S007","S2",0.303,0.303,"Positive",1,0
0.317,3.316,63,"S007","S2",0.303,0.303,"Negative",2,0
0.283,3.192,64,"S007","S2",0.303,0.303,"Positive",0,1
0.283,1.427,65,"S007","S2",0.303,0.303,"Positive",1,0
0.3,0.352,66,"S007","S2",0.303,0.303,"Positive",2,0
0.367,2.755,67,"S007","S2",0.304,0.304,"Negative",3,0
0.333,1.343,68,"S007","S2",0.304,0.304,"Negative",0,1
0.35,0.127,69,"S007","S2",0.305,0.305,"Negative",0,2
0.383,2.683,70,"S007","S2",0.306,0.306,"Negative",0,3
0.317,3.121,71,"S007","S2",0.306,0.306,"Negative",0,4
0.316,0.335,72,"S007","S2",0.306,0.306,"Negative",0,5
0.434,1.153,73,"S007","S2",0.308,0.308,"Negative",0,6
0.283,1.371,74,"S007","S2",0.308,0.308,"Positive",0,7
0.283,0.389,75,"S007","S2",0.307,0.307,"Positive",1,0
0.3,0.186,76,"S007","S2",0.307,0.307,"Positive",2,0
0.266,1.181,77,"S007","S2",0.307,0.307,"Positive",3,0
0.25,1.211,78,"S007","S2",0.306,0.306,"Positive",4,0
0.25,1.485,79,"S007","S2",0.305,0.305,"Positive",5,0
0.267,2.52,80,"S007","S2",0.305,0.305,"Positive",6,0
0.3,0.609,81,"S007","S2",0.305,0.305,"Positive",7,0
0.267,0.875,82,"S007","S2",0.304,0.304,"Positive",8,0
0.267,2.958,83,"S007","S2",0.304,0.304,"Positive",9,0
0.317,3.196,84,"S007","S2",0.304,0.304,"Negative",10,0
0.433,0.587,85,"S007","S2",0.305,0.305,"Negative",0,1
0.284,1.652,86,"S007","S2",0.305,0.305,"Positive",0,2
0.267,1.938,87,"S007","S2",0.305,0.305,"Positive",1,0
0.3,0.172,88,"S007","S2",0.305,0.305,"Positive",2,0
0.3,3.276,89,"S007","S2",0.305,0.305,"Positive",3,0
0.283,1.941,90,"S007","S2",0.304,0.304,"Positive",4,0
0.267,2.774,91,"S007","S2",0.304,0.304,"Positive",5,0
0.317,1.39,92,"S007","S2",0.304,0.304,"Negative",6,0
0.333,0.153,93,"S007","S2",0.304,0.304,"Negative",0,1
0.283,3.303,94,"S007","S2",0.304,0.304,"Positive",0,2
0.3,0.457,95,"S007","S2",0.304,0.304,"Positive",1,0
0.3,3.386,96,"S007","S2",0.304,0.304,"Positive",2,0
0.3,0.635,97,"S007","S2",0.304,0.304,"Positive",3,0
0.333,2.999,98,"S007","S2",0.304,0.304,"Negative",4,0
0.317,3.423,99,"S007","S2",0.305,0.305,"Negative",0,1
0.317,3.5,100,"S007","S2",0.305,0.305,"Negative",0,2
0.267,3.015,101,"S007","S2",0.304,0.304,"Positive",0,3
0.3,2.317,102,"S007","S2",0.304,0.304,"Positive",1,0
0.283,1.911,103,"S007","S2",0.304,0.304,"Positive",2,0
0.267,1.458,104,"S007","S2",0.304,0.304,"Positive",3,0
0.267,1.041,105,"S007","S2",0.303,0.303,"Positive",4,0
0.25,0.844,106,"S007","S2",0.303,0.303,"Positive",5,0
0.3,0.748,107,"S007","S2",0.303,0.303,"Positive",6,0
0.284,1.305,108,"S007","S2",0.303,0.303,"Positive",7,0
0.267,1.596,109,"S007","S2",0.302,0.302,"Positive",8,0
0.267,3.085,110,"S007","S2",0.302,0.302,"Positive",9,0
0.267,3.491,111,"S007","S2",0.302,0.302,"Positive",10,0
0.317,1.186,112,"S007","S2",0.302,0.302,"Negative",11,0
0.317,3.261,113,"S007","S2",0.302,0.302,"Negative",0,1
0.283,2.318,114,"S007","S2",0.302,0.302,"Positive",0,2
0.267,3.213,115,"S007","S2",0.301,0.301,"Positive",1,0
0.283,1.896,116,"S007","S2",0.301,0.301,"Positive",2,0
0.267,3.105,117,"S007","S2",0.301,0.301,"Positive",3,0
0.367,0.979,118,"S007","S2",0.302,0.302,"Negative",4,0
0.35,3.278,119,"S007","S2",0.302,0.302,"Negative",0,1
0.3,1.158,120,"S007","S2",0.302,0.302,"Positive",0,2
0.35,3.207,1,"S003","S1",NA,0.35,"Positive",0,0
0.333,1.297,2,"S003","S1",0.342,0.342,"Positive",1,0
0.3,1.985,3,"S003","S1",0.328,0.328,"Positive",2,0
0.283,2.73,4,"S003","S1",0.317,0.317,"Positive",3,0
0.283,1.305,5,"S003","S1",0.31,0.31,"Positive",4,0
0.267,2.926,6,"S003","S1",0.303,0.303,"Positive",5,0
0.267,1.315,7,"S003","S1",0.298,0.298,"Positive",6,0
0.383,3.399,8,"S003","S1",0.308,0.308,"Negative",7,0
0.333,0.784,9,"S003","S1",0.311,0.311,"Negative",0,1
0.35,1.187,10,"S003","S1",0.315,0.315,"Negative",0,2
0.667,1.088,11,"S003","S1",0.347,0.347,"Negative",0,3
0.917,1.631,12,"S003","S1",0.394,0.394,"Negative",0,4
0.284,3.461,13,"S003","S1",0.386,0.386,"Positive",0,5
0.3,3.138,14,"S003","S1",0.38,0.38,"Positive",1,0
0.4,1.31,15,"S003","S1",0.381,0.381,"Negative",2,0
0.35,2.062,16,"S003","S1",0.379,0.379,"Positive",0,1
0.4,0.22,17,"S003","S1",0.38,0.38,"Negative",1,0
0.35,1.335,18,"S003","S1",0.379,0.379,"Positive",0,1
0.333,1.125,19,"S003","S1",0.376,0.376,"Positive",1,0
0.483,2.56,20,"S003","S1",0.382,0.382,"Negative",2,0
1.15,2.651,21,"S003","S1",0.418,0.418,"Negative",0,1
0.45,0.556,22,"S003","S1",0.42,0.42,"Negative",0,2
0.3,0.915,23,"S003","S1",0.414,0.414,"Positive",0,3
0.283,3.209,24,"S003","S1",0.409,0.409,"Positive",1,0
0.333,0.939,25,"S003","S1",0.406,0.406,"Positive",2,0
0.3,1.592,26,"S003","S1",0.402,0.402,"Positive",3,0
0.334,0.31,27,"S003","S1",0.399,0.399,"Positive",4,0
0.283,0.254,28,"S003","S1",0.395,0.395,"Positive",5,0
0.267,0.13,29,"S003","S1",0.391,0.391,"Positive",6,0
0.283,2.457,30,"S003","S1",0.387,0.387,"Positive",7,0
0.267,0.202,31,"S003","S1",0.383,0.383,"Positive",8,0
0.284,0.356,32,"S003","S1",0.38,0.38,"Positive",9,0
0.283,2.322,33,"S003","S1",0.377,0.377,"Positive",10,0
0.3,1.061,34,"S003","S1",0.375,0.375,"Positive",11,0
0.35,3.024,35,"S003","S1",0.374,0.374,"Positive",12,0
0.417,0.49,36,"S003","S1",0.375,0.375,"Negative",13,0
0.283,0.922,37,"S003","S1",0.373,0.373,"Positive",0,1
0.317,0.904,38,"S003","S1",0.372,0.372,"Positive",1,0
0.3,1.575,39,"S003","S1",0.37,0.37,"Positive",2,0
0.317,0.63,40,"S003","S1",0.368,0.368,"Positive",3,0
0.25,2.521,41,"S003","S1",0.365,0.365,"Positive",4,0
0.283,3.496,42,"S003","S1",0.363,0.363,"Positive",5,0
0.283,1.672,43,"S003","S1",0.362,0.362,"Positive",6,0
0.3,2.674,44,"S003","S1",0.36,0.36,"Positive",7,0
0.317,3.01,45,"S003","S1",0.359,0.359,"Positive",8,0
0.3,2.714,46,"S003","S1",0.358,0.358,"Positive",9,0
0.35,0.473,47,"S003","S1",0.358,0.358,"Positive",10,0
0.317,0.653,48,"S003","S1",0.357,0.357,"Positive",11,0
0.333,2.36,49,"S003","S1",0.356,0.356,"Positive",12,0
0.3,0.69,50,"S003","S1",0.355,0.355,"Positive",13,0
0.267,0.255,51,"S003","S1",0.354,0.354,"Positive",14,0
0.283,2.392,52,"S003","S1",0.352,0.352,"Positive",15,0
0.283,0.708,53,"S003","S1",0.351,0.351,"Positive",16,0
0.317,2.78,54,"S003","S1",0.35,0.35,"Positive",17,0
0.317,2.916,55,"S003","S1",0.35,0.35,"Positive",18,0
0.317,2.729,56,"S003","S1",0.349,0.349,"Positive",19,0
0.367,0.3,57,"S003","S1",0.349,0.349,"Negative",20,0
0.283,3.381,58,"S003","S1",0.348,0.348,"Positive",0,1
0.283,1.411,59,"S003","S1",0.347,0.347,"Positive",1,0
0.333,0.221,60,"S003","S1",0.347,0.347,"Positive",2,0
0.3,2.908,61,"S003","S1",0.346,0.346,"Positive",3,0
0.3,0.666,62,"S003","S1",0.345,0.345,"Positive",4,0
0.333,0.758,63,"S003","S1",0.345,0.345,"Positive",5,0
0.3,1.276,64,"S003","S1",0.345,0.345,"Positive",6,0
0.317,0.128,65,"S003","S1",0.344,0.344,"Positive",7,0
0.317,0.22,66,"S003","S1",0.344,0.344,"Positive",8,0
0.3,0.722,67,"S003","S1",0.343,0.343,"Positive",9,0
0.283,1.883,68,"S003","S1",0.342,0.342,"Positive",10,0
0.317,2.114,69,"S003","S1",0.342,0.342,"Positive",11,0
0.367,0.21,70,"S003","S1",0.342,0.342,"Negative",12,0
0.333,3.073,71,"S003","S1",0.342,0.342,"Positive",0,1
0.333,1.469,72,"S003","S1",0.342,0.342,"Positive",1,0
0.3,3.151,73,"S003","S1",0.341,0.341,"Positive",2,0
0.283,2.393,74,"S003","S1",0.341,0.341,"Positive",3,0
0.317,2.789,75,"S003","S1",0.34,0.34,"Positive",4,0
0.333,2.742,76,"S003","S1",0.34,0.34,"Positive",5,0
0.383,1.136,77,"S003","S1",0.341,0.341,"Negative",6,0
0.283,1.361,78,"S003","S1",0.34,0.34,"Positive",0,1
0.3,0.648,79,"S003","S1",0.339,0.339,"Positive",1,0
0.3,2.368,80,"S003","S1",0.339,0.339,"Positive",2,0
0.317,1.344,81,"S003","S1",0.339,0.339,"Positive",3,0
0.35,3.276,82,"S003","S1",0.339,0.339,"Negative",4,0
0.3,2.253,83,"S003","S1",0.338,0.338,"Positive",0,1
0.283,2.855,84,"S003","S1",0.338,0.338,"Positive",1,0
0.283,0.428,85,"S003","S1",0.337,0.337,"Positive",2,0
0.3,1.087,86,"S003","S1",0.337,0.337,"Positive",3,0
0.267,1.183,87,"S003","S1",0.336,0.336,"Positive",4,0
0.317,1.191,88,"S003","S1",0.336,0.336,"Positive",5,0
0.283,1.086,89,"S003","S1",0.335,0.335,"Positive",6,0
0.3,3.191,90,"S003","S1",0.335,0.335,"Positive",7,0
0.317,3.273,91,"S003","S1",0.334,0.334,"Positive",8,0
0.35,3.012,92,"S003","S1",0.335,0.335,"Negative",9,0
0.317,1.023,93,"S003","S1",0.334,0.334,"Positive",0,1
0.317,0.104,94,"S003","S1",0.334,0.334,"Positive",1,0
0.317,2.358,95,"S003","S1",0.334,0.334,"Positive",2,0
0.333,3.457,96,"S003","S1",0.334,0.334,"Positive",3,0
0.4,3.491,97,"S003","S1",0.335,0.335,"Negative",4,0
0.367,3.439,98,"S003","S1",0.335,0.335,"Negative",0,1
0.383,0.356,99,"S003","S1",0.336,0.336,"Negative",0,2
0.3,0.224,100,"S003","S1",0.335,0.335,"Positive",0,3
0.333,2.016,101,"S003","S1",0.335,0.335,"Positive",1,0
0.3,3.493,102,"S003","S1",0.335,0.335,"Positive",2,0
0.3,1.348,103,"S003","S1",0.334,0.334,"Positive",3,0
0.334,0.604,104,"S003","S1",0.334,0.334,"Positive",4,0
0.35,1.076,105,"S003","S1",0.335,0.335,"Negative",5,0
0.317,2.649,106,"S003","S1",0.334,0.334,"Positive",0,1
0.283,1.961,107,"S003","S1",0.334,0.334,"Positive",1,0
0.283,1.234,108,"S003","S1",0.333,0.333,"Positive",2,0
0.3,2.176,109,"S003","S1",0.333,0.333,"Positive",3,0
0.367,1.97,110,"S003","S1",0.333,0.333,"Negative",4,0
0.317,1.505,111,"S003","S1",0.333,0.333,"Positive",0,1
0.317,0.201,112,"S003","S1",0.333,0.333,"Positive",1,0
0.317,0.214,113,"S003","S1",0.333,0.333,"Positive",2,0
0.317,2.886,114,"S003","S1",0.333,0.333,"Positive",3,0
0.317,2.673,115,"S003","S1",0.333,0.333,"Positive",4,0
0.283,3.021,116,"S003","S1",0.332,0.332,"Positive",5,0
0.3,2.75,117,"S003","S1",0.332,0.332,"Positive",6,0
0.3,1.439,118,"S003","S1",0.332,0.332,"Positive",7,0
0.367,3.387,119,"S003","S1",0.332,0.332,"Negative",8,0
0.333,0.778,120,"S003","S1",0.332,0.332,"Negative",0,1
0.317,2,1,"S003","S2",NA,0.317,"Positive",0,0
0.283,0.457,2,"S003","S2",0.3,0.3,"Positive",1,0
0.3,3.211,3,"S003","S2",0.3,0.3,"Positive",2,0
0.333,0.445,4,"S003","S2",0.308,0.308,"Negative",3,0
0.283,1.898,5,"S003","S2",0.303,0.303,"Positive",0,1
0.284,1.844,6,"S003","S2",0.3,0.3,"Positive",1,0
0.3,0.728,7,"S003","S2",0.3,0.3,"Positive",2,0
0.283,3.323,8,"S003","S2",0.298,0.298,"Positive",3,0
0.317,2.745,9,"S003","S2",0.3,0.3,"Negative",4,0
0.283,2.582,10,"S003","S2",0.298,0.298,"Positive",0,1
0.283,3.439,11,"S003","S2",0.297,0.297,"Positive",1,0
0.283,1.146,12,"S003","S2",0.296,0.296,"Positive",2,0
0.3,3.402,13,"S003","S2",0.296,0.296,"Negative",3,0
0.284,2.365,14,"S003","S2",0.295,0.295,"Positive",0,1
0.283,1.739,15,"S003","S2",0.294,0.294,"Positive",1,0
0.316,2.22,16,"S003","S2",0.296,0.296,"Negative",2,0
0.317,0.289,17,"S003","S2",0.297,0.297,"Negative",0,1
0.283,0.775,18,"S003","S2",0.296,0.296,"Positive",0,2
0.3,1.798,19,"S003","S2",0.296,0.296,"Negative",1,0
0.266,1.943,20,"S003","S2",0.295,0.295,"Positive",0,1
0.283,0.723,21,"S003","S2",0.294,0.294,"Positive",1,0
0.3,2.994,22,"S003","S2",0.295,0.295,"Negative",2,0
0.283,1.95,23,"S003","S2",0.294,0.294,"Positive",0,1
0.283,0.309,24,"S003","S2",0.294,0.294,"Positive",1,0
0.283,1.743,25,"S003","S2",0.293,0.293,"Positive",2,0
0.267,3.389,26,"S003","S2",0.292,0.292,"Positive",3,0
0.417,1.105,27,"S003","S2",0.297,0.297,"Negative",4,0
0.283,2.659,28,"S003","S2",0.296,0.296,"Positive",0,1
0.317,3.425,29,"S003","S2",0.297,0.297,"Negative",1,0
0.35,1.791,30,"S003","S2",0.299,0.299,"Negative",0,1
0.3,2.553,31,"S003","S2",0.299,0.299,"Negative",0,2
0.317,3.215,32,"S003","S2",0.299,0.299,"Negative",0,3
0.383,0.855,33,"S003","S2",0.302,0.302,"Negative",0,4
0.283,1.353,34,"S003","S2",0.301,0.301,"Positive",0,5
0.283,2.818,35,"S003","S2",0.301,0.301,"Positive",1,0
0.283,0.578,36,"S003","S2",0.3,0.3,"Positive",2,0
0.35,2.651,37,"S003","S2",0.302,0.302,"Negative",3,0
0.283,1.655,38,"S003","S2",0.301,0.301,"Positive",0,1
0.317,3.119,39,"S003","S2",0.302,0.302,"Negative",1,0
0.333,3.5,40,"S003","S2",0.303,0.303,"Negative",0,1
0.517,0.146,41,"S003","S2",0.308,0.308,"Negative",0,2
0.333,2.567,42,"S003","S2",0.308,0.308,"Negative",0,3
0.366,0.195,43,"S003","S2",0.31,0.31,"Negative",0,4
0.3,1.704,44,"S003","S2",0.309,0.309,"Positive",0,5
0.283,1.192,45,"S003","S2",0.309,0.309,"Positive",1,0
0.283,2.678,46,"S003","S2",0.308,0.308,"Positive",2,0
0.3,1.886,47,"S003","S2",0.308,0.308,"Positive",3,0
0.283,1.328,48,"S003","S2",0.308,0.308,"Positive",4,0
0.267,2.405,49,"S003","S2",0.307,0.307,"Positive",5,0
0.25,2.628,50,"S003","S2",0.306,0.306,"Positive",6,0
0.3,0.797,51,"S003","S2",0.306,0.306,"Positive",7,0
0.283,1.699,52,"S003","S2",0.305,0.305,"Positive",8,0
0.283,1.858,53,"S003","S2",0.305,0.305,"Positive",9,0
0.333,0.491,54,"S003","S2",0.305,0.305,"Negative",10,0
0.3,0.9,55,"S003","S2",0.305,0.305,"Positive",0,1
0.283,1.769,56,"S003","S2",0.305,0.305,"Positive",1,0
0.3,1.321,57,"S003","S2",0.305,0.305,"Positive",2,0
0.283,2.605,58,"S003","S2",0.304,0.304,"Positive",3,0
0.3,3.07,59,"S003","S2",0.304,0.304,"Positive",4,0
0.367,1.378,60,"S003","S2",0.305,0.305,"Negative",5,0
0.317,1.752,61,"S003","S2",0.305,0.305,"Negative",0,1
0.3,1.104,62,"S003","S2",0.305,0.305,"Positive",0,2
0.283,3.303,63,"S003","S2",0.305,0.305,"Positive",1,0
0.283,2.322,64,"S003","S2",0.305,0.305,"Positive",2,0
0.317,1.434,65,"S003","S2",0.305,0.305,"Negative",3,0
0.3,1.526,66,"S003","S2",0.305,0.305,"Positive",0,1
0.283,1.164,67,"S003","S2",0.304,0.304,"Positive",1,0
0.333,3.183,68,"S003","S2",0.305,0.305,"Negative",2,0
0.4,0.471,69,"S003","S2",0.306,0.306,"Negative",0,1
0.317,1.661,70,"S003","S2",0.306,0.306,"Negative",0,2
0.283,2.236,71,"S003","S2",0.306,0.306,"Positive",0,3
0.333,1.503,72,"S003","S2",0.306,0.306,"Negative",1,0
0.317,0.925,73,"S003","S2",0.307,0.307,"Negative",0,1
0.3,0.977,74,"S003","S2",0.307,0.307,"Positive",0,2
0.3,1.446,75,"S003","S2",0.306,0.306,"Positive",1,0
0.267,2.028,76,"S003","S2",0.306,0.306,"Positive",2,0
0.35,0.227,77,"S003","S2",0.306,0.306,"Negative",3,0
0.3,2.195,78,"S003","S2",0.306,0.306,"Positive",0,1
0.3,0.612,79,"S003","S2",0.306,0.306,"Positive",1,0
0.317,2.069,80,"S003","S2",0.306,0.306,"Negative",2,0
0.317,0.73,81,"S003","S2",0.307,0.307,"Negative",0,1
0.3,1.54,82,"S003","S2",0.306,0.306,"Positive",0,2
0.283,2.624,83,"S003","S2",0.306,0.306,"Positive",1,0
0.317,1.18,84,"S003","S2",0.306,0.306,"Negative",2,0
0.267,1.898,85,"S003","S2",0.306,0.306,"Positive",0,1
0.3,2.196,86,"S003","S2",0.306,0.306,"Positive",1,0
0.267,2.505,87,"S003","S2",0.305,0.305,"Positive",2,0
0.3,0.582,88,"S003","S2",0.305,0.305,"Positive",3,0
0.283,1.643,89,"S003","S2",0.305,0.305,"Positive",4,0
0.267,1.082,90,"S003","S2",0.305,0.305,"Positive",5,0
0.333,0.615,91,"S003","S2",0.305,0.305,"Negative",6,0
0.283,3.399,92,"S003","S2",0.305,0.305,"Positive",0,1
0.283,2.347,93,"S003","S2",0.304,0.304,"Positive",1,0
0.3,1.735,94,"S003","S2",0.304,0.304,"Positive",2,0
0.3,0.861,95,"S003","S2",0.304,0.304,"Positive",3,0
0.283,1.477,96,"S003","S2",0.304,0.304,"Positive",4,0
0.284,2.828,97,"S003","S2",0.304,0.304,"Positive",5,0
0.283,1.426,98,"S003","S2",0.304,0.304,"Positive",6,0
0.383,0.101,99,"S003","S2",0.305,0.305,"Negative",7,0
0.3,1.351,100,"S003","S2",0.304,0.304,"Positive",0,1
0.267,3.486,101,"S003","S2",0.304,0.304,"Positive",1,0
0.3,3.451,102,"S003","S2",0.304,0.304,"Positive",2,0
0.3,2.456,103,"S003","S2",0.304,0.304,"Positive",3,0
0.283,2.964,104,"S003","S2",0.304,0.304,"Positive",4,0
0.383,3.221,105,"S003","S2",0.305,0.305,"Negative",5,0
0.317,2.589,106,"S003","S2",0.305,0.305,"Negative",0,1
0.367,3.354,107,"S003","S2",0.305,0.305,"Negative",0,2
0.317,0.892,108,"S003","S2",0.305,0.305,"Negative",0,3
0.533,0.273,109,"S003","S2",0.307,0.307,"Negative",0,4
0.3,2.062,110,"S003","S2",0.307,0.307,"Positive",0,5
0.317,2.923,111,"S003","S2",0.308,0.308,"Negative",1,0
0.283,2.748,112,"S003","S2",0.307,0.307,"Positive",0,1
0.283,2.412,113,"S003","S2",0.307,0.307,"Positive",1,0
0.383,3.429,114,"S003","S2",0.308,0.308,"Negative",2,0
0.3,1.915,115,"S003","S2",0.308,0.308,"Positive",0,1
0.35,1.492,116,"S003","S2",0.308,0.308,"Negative",1,0
0.367,1.156,117,"S003","S2",0.309,0.309,"Negative",0,1
0.3,3.237,118,"S003","S2",0.308,0.308,"Positive",0,2
0.383,0.353,119,"S003","S2",0.309,0.309,"Negative",1,0
0.3,3.063,120,"S003","S2",0.309,0.309,"Positive",0,1
0.35,3.459,1,"S004","S1",NA,0.35,"Positive",0,0
0.35,0.545,2,"S004","S1",0.35,0.35,"Positive",1,0
0.283,1.875,3,"S004","S1",0.328,0.328,"Positive",2,0
0.5,0.217,4,"S004","S1",0.371,0.371,"Negative",3,0
0.267,2.333,5,"S004","S1",0.35,0.35,"Positive",0,1
0.283,1.828,6,"S004","S1",0.339,0.339,"Positive",1,0
0.4,0.212,7,"S004","S1",0.348,0.348,"Negative",2,0
0.333,3.487,8,"S004","S1",0.346,0.346,"Positive",0,1
0.283,2.064,9,"S004","S1",0.339,0.339,"Positive",1,0
0.3,0.476,10,"S004","S1",0.335,0.335,"Positive",2,0
0.25,1.043,11,"S004","S1",0.327,0.327,"Positive",3,0
0.3,0.322,12,"S004","S1",0.325,0.325,"Positive",4,0
0.267,3.316,13,"S004","S1",0.321,0.321,"Positive",5,0
0.267,0.122,14,"S004","S1",0.317,0.317,"Positive",6,0
0.25,0.74,15,"S004","S1",0.312,0.312,"Positive",7,0
0.25,0.654,16,"S004","S1",0.308,0.308,"Positive",8,0
0.267,2.294,17,"S004","S1",0.306,0.306,"Positive",9,0
0.267,2.974,18,"S004","S1",0.304,0.304,"Positive",10,0
0.367,0.279,19,"S004","S1",0.307,0.307,"Negative",11,0
0.25,1.284,20,"S004","S1",0.304,0.304,"Positive",0,1
0.283,2.851,21,"S004","S1",0.303,0.303,"Positive",1,0
0.267,3.41,22,"S004","S1",0.301,0.301,"Positive",2,0
0.25,2.937,23,"S004","S1",0.299,0.299,"Positive",3,0
